Node,X,Y,Z,Magnitude,Theta,Radius,Alpha
261.0,4.821591849999999,-5.745039152931309e-16,-14.2039528,0.0,270.0,4.821591849999999,
262.0,3.882285589999999,-6.494670723152871e-16,-14.4888878,0.0,270.0,3.882285589999999,
263.0,2.926354889999999,-7.216490711523412e-16,-14.711778599999999,0.0,270.0,2.926354889999999,
264.0,1.9578928899999992,-7.907410105696167e-16,-14.871673600000001,0.0,270.0,1.9578928899999992,
265.0,0.9810469149999991,-8.564467694402713e-16,-14.9678841,0.0,269.99999999999994,0.9810469149999991,
266.0,14.9665031,1.001889470000001,1.0000000000000009,0.0,273.82978711640965,14.999999918413549,
267.0,14.8661623,1.9993042900000009,1.0000000000000007,0.0,277.65957432572736,14.999999972465123,
268.0,14.6994257,2.9877898700000007,1.0000000000000007,0.0,281.4893619572127,15.000000140569837,
269.0,14.4670372,3.9629309200000007,1.0000000000000007,0.0,285.3191489677556,14.999999560762523,
270.0,14.1700363,4.920372960000001,1.0000000000000007,0.0,289.14893659651756,14.999999960293895,
271.0,13.8097486,5.855839250000001,1.0000000000000004,0.0,292.97872338807423,15.000000323901414,
272.0,13.3877821,6.765151980000001,1.0000000000000004,0.0,296.80851204641647,14.99999969565261,
273.0,12.906024,7.644249440000001,1.0000000000000004,0.0,300.6382966131462,15.00000016631721,
274.0,12.3666239,8.48920631,1.0000000000000002,0.0,304.46808370605595,15.000000348593163,
275.0,11.7719908,9.29624844,1.0,0.0,308.29787260768626,15.0000000817829,
276.0,11.1247816,10.0617714,1.0,0.0,312.12766080420585,15.000000311785213,
277.0,10.427886,10.7823553,1.0,0.0,315.95744805938625,14.999999741481135,
278.0,9.68441772,11.4547825,1.0,0.0,319.78723309292707,14.999999623258537,
