Node,X,Y,Z,Imperfection
336.0,-13.387782099999999,-6.765151979999999,27.0,0.0
337.0,-12.906023999999999,-7.644249439999999,27.0,0.0
338.0,-12.366623899999999,-8.489206309999998,27.0,0.0
339.0,-11.771990799999998,-9.296248439999998,27.0,0.0
340.0,-11.124781599999999,-10.061771399999998,27.0,0.0
341.0,-10.427885999999999,-10.782355299999999,27.0,0.0
342.0,-9.684417719999999,-11.454782499999999,27.0,0.0
343.0,-8.897696499999999,-12.076050799999999,27.0,0.0
344.0,-8.071235659999997,-12.643383999999998,27.0,0.0
345.0,-7.208726409999997,-13.154249199999999,27.0,0.0
346.0,-6.314021589999998,-13.606363299999998,27.0,0.0
347.0,-5.391116619999997,-13.997709299999999,27.0,0.0
348.0,-4.444133759999997,-14.326537099999998,27.0,0.0
349.0,-3.477302309999997,-14.591380099999999,27.0,0.0
350.0,-2.494940279999997,-14.791053799999998,27.0,0.0
351.0,-1.5014353999999976,-14.924667399999999,27.0,0.0
352.0,-0.5012246369999974,-14.991623899999999,27.0,0.0
353.0,0.5012246370000025,-14.991623899999999,27.0,0.0
354.0,1.5014354000000025,-14.924667399999999,27.0,0.0
355.0,2.4949402800000025,-14.791053799999998,27.0,0.0
356.0,3.4773023100000024,-14.591380099999999,27.0,0.0
357.0,4.444133760000002,-14.326537099999998,27.0,0.0
358.0,5.391116620000003,-13.997709299999999,27.0,0.0
359.0,6.314021590000003,-13.606363299999998,27.0,0.0
360.0,7.208726410000002,-13.154249199999999,27.0,0.0
361.0,8.071235660000001,-12.643383999999998,27.0,0.0
362.0,8.897696500000002,-12.076050799999999,27.0,0.0
363.0,9.684417720000003,-11.454782499999999,27.0,0.0
364.0,10.427886000000003,-10.782355299999999,27.0,0.0
365.0,11.124781600000002,-10.061771399999998,27.0,0.0
366.0,11.771990800000001,-9.296248439999998,27.0,0.0
367.0,12.366623900000002,-8.489206309999998,27.0,0.0
368.0,12.906024000000002,-7.644249439999998,27.0,0.0
369.0,13.387782100000003,-6.765151979999997,27.0,0.0
370.0,13.809748600000002,-5.855839249999997,27.0,0.0
371.0,14.170036300000001,-4.920372959999997,27.0,0.0
372.0,15.913740962363102,-4.35922402360445,27.0,1.4999999999999998
373.0,16.169368256224697,-3.2865688542000417,27.0,1.5000000000000002
374.0,16.35277853272892,-2.1992347193670008,27.0,1.5
375.0,16.46315341814043,-1.1020784175449347,27.0,1.5
376.0,15.000000000000002,2.571758278209442e-15,27.0,0.0
